Customer ID,Customer Name,Total Sales,Order ID_nunique,Order Date_min,Order Date_max,Total Profit,Avg Discount,Preferred Category,Preferred Sub-Category,Recency,Avg_Recency,Cluster,PCA1,PCA2
AG-10300,Aleksandra Gannaway,367.548,4,2014-04-26,2017-09-03,59.288399999999996,0.08,Office Supplies,['Appliances' 'Art' 'Binders' 'Bookcases' 'Chairs'],120,306.5,1,-1.7633138116383518,0.9107135038521506
AG-10330,Alex Grayson,660.9720000000001,5,2016-08-03,2017-12-22,-5.137099999999981,0.23333333333333334,Office Supplies,Paper,10,63.25,1,-0.5964583315738741,-1.0582477310307878
AG-10390,Allen Goldenen,200.945,5,2014-04-19,2017-09-07,69.2784,0.22499999999999998,Office Supplies,Binders,116,176.71428571428572,1,-1.2976108005165006,-0.4991718393472216
AG-10495,Andrew Gjertsen,2356.855,8,2015-01-04,2017-10-13,295.66679999999997,0.20476190476190476,Office Supplies,Paper,80,50.65,0,0.49621422443833163,-0.9245238327547969
AG-10525,Andy Gerbode,1455.038,4,2014-08-09,2015-09-07,-152.7613,0.15555555555555556,Office Supplies,Binders,847,49.25,1,-1.73839124446134,1.3339418647058179
AG-10675,Anna Gayman,3489.0396,7,2015-05-07,2017-09-24,-246.42570000000003,0.16133333333333333,Office Supplies,['Paper' 'Storage'],99,62.214285714285715,0,0.27707942812207553,-0.6851108066500422
AG-10765,Anthony Garverick,170.584,4,2014-09-17,2017-10-14,-8.430999999999997,0.45999999999999996,Office Supplies,Binders,79,280.75,1,-2.4119984657030575,-1.7965555980342205
AG-10900,Arthur Gainer,4510.7970000000005,10,2014-07-23,2017-09-25,343.68240000000003,0.16666666666666666,Office Supplies,['Bookcases' 'Labels'],98,58.0,0,1.3700794131713019,-0.7729537849063992
AH-10030,Aaron Hawkins,1744.7,7,2014-04-22,2017-12-18,365.2152,0.09090909090909091,Office Supplies,Binders,14,133.6,0,0.16090563487329382,0.029512423038142627
AH-10075,Adam Hart,3250.337,10,2014-11-16,2017-11-26,281.189,0.135,Office Supplies,Paper,36,58.21052631578947,0,1.242441979079469,-0.8008771508350352
AH-10120,Adrian Hane,1735.5140000000001,7,2014-07-18,2017-10-31,-2.3146000000000084,0.23750000000000002,Office Supplies,Paper,62,80.06666666666666,0,-0.13633475246753962,-1.1750030264120834
AH-10195,Alan Haines,1587.452,4,2015-03-05,2017-11-05,-378.5509,0.35,Office Supplies,Binders,57,139.42857142857142,1,-1.4234052666879076,-1.580976380130385
AH-10210,Alan Hwang,4805.344,9,2014-11-29,2017-12-24,1308.5546,0.09230769230769233,Office Supplies,Binders,8,93.41666666666667,0,1.7992584734715305,0.34283402557355974
AH-10465,Amy Hunt,2495.3916,5,2015-01-03,2017-05-14,-196.12009999999998,0.14,Office Supplies,"['Accessories' 'Art' 'Bookcases' 'Labels' 'Phones' 'Storage' 'Supplies'
 'Tables']",232,123.14285714285714,1,-0.72775412622317,0.1551773795747961
AH-10585,Angele Hood,738.504,4,2014-10-26,2017-12-09,83.963,0.12000000000000002,['Furniture' 'Office Supplies'],['Art' 'Chairs' 'Furnishings' 'Paper' 'Phones'],23,285.0,1,-1.5170653082471317,0.42298965113880554
AH-10690,Anna Häberlin,7888.294,12,2014-04-02,2016-11-15,1298.0166000000002,0.21739130434782608,Office Supplies,['Binders' 'Phones'],412,43.54545454545455,3,2.3887520771856847,-0.013448034417311482
AI-10855,Arianne Irving,4375.786,10,2014-04-28,2017-12-17,867.7271000000001,0.07222222222222223,Office Supplies,Paper,15,78.17647058823529,0,1.8073056114612558,0.022203019575114547
AJ-10780,Anthony Jacobs,4867.344,7,2014-01-10,2017-10-16,150.71299999999997,0.08666666666666667,Office Supplies,['Art' 'Paper'],77,98.21428571428571,0,0.7590371203800127,0.1508677085063521
AJ-10795,Anthony Johnson,4501.391,7,2014-05-14,2017-07-17,1158.7064,0.08333333333333333,Office Supplies,Furnishings,168,58.0,0,1.2015218931611793,0.860287685667256
AJ-10945,Ashley Jarboe,1839.24,7,2014-03-03,2017-10-06,521.1352,0.04,Office Supplies,['Appliances' 'Art' 'Phones'],87,145.88888888888889,0,0.18982988090294034,0.648930153250147
AJ-10960,Astrea Jones,629.2479999999999,3,2014-09-14,2017-10-17,60.4265,0.04,Office Supplies,['Appliances' 'Art' 'Binders' 'Envelopes' 'Storage'],76,282.25,1,-1.6598985008154943,1.1887283102417356
AM-10360,Alice McCarthy,814.0120000000001,5,2014-10-06,2017-12-02,194.98780000000002,0.125,Office Supplies,Paper,30,104.81818181818181,1,-0.4721023172883721,-0.07869198863748864
AM-10705,Anne McFarland,5664.022,8,2014-10-31,2017-07-21,1085.7326,0.06363636363636363,Office Supplies,Binders,164,47.333333333333336,0,1.6948042539640307,0.8267808592787773
AO-10810,Anthony O'Donnell,161.28,1,2016-08-16,2016-08-16,12.096,0.2,Furniture,Tables,503,777.0,2,-5.321261955626027,2.410220609067139
AP-10720,Anne Pryor,1638.554,8,2014-03-03,2017-11-19,285.7888,0.1631578947368421,Office Supplies,Binders,43,75.38888888888889,0,0.3756540958074348,-0.717741504766096
AP-10915,Arthur Prichep,3323.556,10,2014-08-23,2017-09-23,579.3113,0.0935483870967742,Office Supplies,Art,100,37.56666666666667,0,1.4733229535516617,-0.25379153033753865
AR-10345,Alex Russell,1055.694,4,2014-12-30,2017-09-10,-221.0544,0.26,['Furniture' 'Technology'],['Accessories' 'Art' 'Chairs' 'Phones' 'Tables'],113,246.25,1,-1.834785883587458,-0.5596113061550261
AR-10405,Allen Rosenblatt,2236.1279999999997,5,2014-10-03,2017-08-27,-98.76459999999997,0.09999999999999999,Furniture,['Accessories' 'Tables'],127,176.5,1,-0.7349892798006741,0.3569894624622409
AR-10510,Andrew Roberts,264.864,5,2014-05-02,2017-12-16,43.6695,0.21428571428571427,Office Supplies,Binders,16,220.66666666666666,1,-1.320844526712432,-0.5573836836029679
AR-10540,Andy Reiter,6608.448,6,2014-11-25,2017-12-24,2884.6208,0.06666666666666668,Office Supplies,['Binders' 'Paper'],8,140.625,3,2.128099128606811,2.099045896921704
AR-10570,Anemone Ratner,88.15,1,2016-07-14,2016-07-14,32.633,0.0,['Furniture' 'Office Supplies'],['Binders' 'Furnishings'],536,0.0,1,-1.5423537463491883,2.064154412704667
AR-10825,Anthony Rawles,4523.336,8,2014-06-30,2017-11-02,494.8352,0.07692307692307693,['Furniture' 'Office Supplies'],['Art' 'Chairs' 'Furnishings' 'Paper' 'Phones'],60,101.75,0,1.080134008978619,0.2245537740923668
AS-10045,Aaron Smayling,3050.692,7,2014-07-27,2017-10-03,-253.5746,0.355,Office Supplies,Binders,90,129.33333333333334,0,-0.4813199658560834,-1.8603049247068253
AS-10090,Adam Shillingsburg,3255.31,9,2014-09-22,2017-12-02,64.53739999999995,0.18,Office Supplies,Binders,30,48.625,0,0.9035746264699851,-1.1126356344130752
AS-10135,Adrian Shami,58.82,2,2016-11-13,2017-11-19,21.8496,0.06666666666666667,Office Supplies,['Binders' 'Furnishings' 'Paper'],43,185.5,1,-1.5695794117532107,0.8195825361703183
AS-10225,Alan Schoenberger,4260.784,5,2014-10-18,2017-12-08,719.7751000000001,0.06153846153846154,Office Supplies,Binders,24,95.58333333333333,0,0.6380185003283592,0.8012659558906425
AS-10240,Alan Shonely,584.608,7,2014-03-15,2017-06-21,33.715799999999994,0.2692307692307692,Office Supplies,Binders,194,99.5,1,-0.6960392913672616,-1.0951396278977263
AS-10285,Alejandro Savely,3214.236,6,2016-05-21,2017-12-11,354.62760000000003,0.225,Office Supplies,['Binders' 'Paper'],21,81.28571428571429,0,0.20446896867669567,-0.7387124728279891
AS-10630,Ann Steele,833.398,7,2014-08-01,2017-09-29,136.49190000000002,0.18333333333333335,Office Supplies,Labels,94,105.0,0,-0.3036712565648675,-0.6569204005581064
AT-10435,Alyssa Tate,1171.814,6,2014-11-24,2017-12-09,100.8768,0.19999999999999998,Office Supplies,['Art' 'Binders'],23,138.875,1,-0.531034347701062,-0.6986974479262127
AT-10735,Annie Thurman,3831.8639999999996,10,2014-08-30,2017-12-17,974.107,0.08750000000000001,Office Supplies,['Appliances' 'Binders'],15,80.33333333333333,0,1.7076656949893294,-0.03916252397998644
AW-10840,Anthony Witt,649.376,4,2015-04-13,2017-12-10,65.7725,0.2,Office Supplies,"['Accessories' 'Art' 'Binders' 'Furnishings' 'Labels' 'Paper' 'Phones'
 'Supplies']",22,138.85714285714286,1,-1.0539086456657503,-0.45170554345855213
AW-10930,Arthur Wiediger,2852.9680000000003,7,2014-07-14,2017-11-14,-104.54860000000002,0.30625,Office Supplies,['Binders' 'Phones'],48,81.26666666666667,0,-0.08016453899737531,-1.6586532440277684
AY-10555,Andy Yotov,497.014,4,2014-04-06,2017-12-16,103.3499,0.1,Furniture,Furnishings,16,150.0,1,-0.9093118237118093,0.23530421407285132
AZ-10750,Annie Zypern,1622.018,6,2014-03-17,2017-07-23,154.95030000000003,0.125,Office Supplies,Art,162,111.27272727272727,1,-0.35210475829699267,0.09074228866387347
BB-10990,Barry Blumstein,744.34,5,2014-07-27,2017-09-16,11.583900000000007,0.2,Office Supplies,Appliances,107,163.85714285714286,1,-1.095517930787435,-0.3880907535154572
BB-11545,Brenda Bowman,6765.728,9,2015-06-05,2017-12-02,1015.075,0.195,Office Supplies,['Art' 'Chairs'],30,47.94736842105263,0,2.0214869634221433,-0.4617211799892519
BC-11125,Becky Castell,2933.676,9,2014-07-06,2017-06-11,251.5974,0.1111111111111111,Office Supplies,['Art' 'Chairs'],204,63.0,0,0.7393316181825879,-0.15508554682742232
BD-11320,Bill Donatelli,5718.521,12,2015-05-31,2017-11-27,1094.5037,0.07894736842105263,Office Supplies,Phones,35,50.611111111111114,0,2.663926200303001,-0.13273002589011282
BD-11500,Bradley Drucker,4411.2429999999995,6,2014-02-01,2017-11-25,1142.1225,0.135,Office Supplies,Paper,37,154.77777777777777,0,0.6388176470120313,0.5879244065268352
BD-11560,Brendan Dodson,320.54,2,2015-05-30,2017-03-27,116.714,0.0,Office Supplies,Paper,280,222.33333333333334,1,-1.857125206915278,1.9247931693998301
BD-11605,Brian Dahlen,3288.471,7,2014-01-13,2017-09-24,634.8463,0.07250000000000001,Office Supplies,['Binders' 'Paper'],99,71.05263157894737,0,0.7820221912867671,0.43609890451815725
BD-11620,Brian DeCherney,1538.11,6,2014-06-30,2017-10-22,206.75689999999997,0.17500000000000002,Office Supplies,Phones,71,172.85714285714286,1,-0.5808100971545156,-0.27111740249937816
BD-11635,Brian Derr,582.646,3,2014-10-05,2017-12-21,141.534,0.1,Office Supplies,['Accessories' 'Appliances' 'Binders' 'Chairs' 'Paper'],11,293.25,1,-1.702337689094683,0.722654710418532
BD-11725,Bruce Degenhardt,1526.5,6,2015-07-03,2017-09-28,333.9791,0.02,['Furniture' 'Office Supplies'],Furnishings,95,90.88888888888889,0,0.1096852432570938,0.6954830786435358
BD-11770,Bryan Davis,658.466,6,2016-03-10,2017-02-06,141.265,0.12000000000000002,Office Supplies,['Accessories' 'Art' 'Binders'],329,37.0,1,-0.4621379686915472,0.2583926943524835
BE-11335,Bill Eplett,4204.6759999999995,5,2016-01-15,2017-09-02,1487.7739000000001,0.022222222222222223,Office Supplies,['Furnishings' 'Paper' 'Phones'],121,74.5,0,1.0091912358250874,1.677672303427056
BE-11410,Bobby Elias,2261.438,5,2016-02-07,2017-09-23,755.9151,0.16,Office Supplies,Paper,100,148.5,1,-0.2887113558912163,0.3500228027469228
BE-11455,Brad Eason,1727.652,6,2015-08-02,2017-04-20,139.20080000000002,0.14615384615384613,Office Supplies,['Binders' 'Paper' 'Phones'],256,52.25,1,-0.2590951903606827,0.017457395161740278
BF-10975,Barbara Fisher,599.798,7,2014-07-14,2017-09-30,227.4384,0.14615384615384613,Office Supplies,Paper,93,97.83333333333333,0,-0.20155421731538956,-0.3877264638758833
BF-11005,Barry Franz,1333.88,4,2014-09-25,2017-11-21,-291.3811,0.18,Office Supplies,['Art' 'Furnishings' 'Phones' 'Storage'],41,128.11111111111111,1,-1.0232115930338732,-0.4794484068435749
BF-11020,Barry Französisch,2888.506,8,2014-02-15,2017-10-17,302.02,0.2571428571428572,Office Supplies,['Binders' 'Chairs' 'Paper' 'Phones'],76,67.0,0,0.4356834823341658,-1.2105861988421547
BF-11080,Bart Folk,272.95,3,2014-11-28,2017-12-05,110.9272,0.0,Office Supplies,Paper,27,220.6,1,-1.2830207969280978,1.2198595772574297
BF-11170,Ben Ferrer,5907.972,11,2014-04-13,2017-12-14,1538.2127,0.12222222222222222,Office Supplies,Phones,18,51.57692307692308,3,2.6411485253712903,-0.02990533919000264
BF-11215,Benjamin Farhat,1585.162,4,2014-11-09,2017-10-26,523.2133,0.05,Office Supplies,['Paper' 'Storage'],67,154.57142857142858,1,-0.49365102852698156,0.993541634378148
BF-11275,Beth Fritzler,791.99,3,2014-03-22,2017-11-03,25.870199999999997,0.15000000000000002,Office Supplies,['Appliances' 'Chairs' 'Paper' 'Phones'],59,440.6666666666667,2,-2.536592634618447,0.7695464065400971
BG-11035,Barry Gonzalez,2798.948,8,2014-11-05,2017-12-02,-711.4274,0.19166666666666665,Office Supplies,['Art' 'Paper' 'Storage'],30,102.0909090909091,0,-0.008785759599921955,-1.407110878169667
BG-11695,Brooke Gillingham,1874.172,6,2014-05-11,2017-11-24,107.5715,0.1375,Office Supplies,"['Appliances' 'Art' 'Binders' 'Chairs' 'Copiers' 'Envelopes' 'Furnishings'
 'Storage']",38,184.71428571428572,1,-0.4883330926204533,-0.10938041895968784
BG-11740,Bruce Geld,1006.356,6,2014-03-23,2017-11-03,119.34790000000001,0.14285714285714285,['Furniture' 'Office Supplies'],Furnishings,59,220.16666666666666,1,-0.8557003679498383,-0.05847257703907453
BH-11710,Brosina Hoffman,6255.351,8,2014-06-09,2017-12-07,802.7898,0.18333333333333335,Office Supplies,['Binders' 'Phones'],25,55.52173913043478,0,1.6161175149393263,-0.38300261009737074
BK-11260,Berenike Kampe,659.138,6,2014-08-03,2017-10-14,-63.764399999999995,0.20625,Office Supplies,Supplies,79,77.86666666666666,1,-0.5361194148342471,-0.8813703079572843
BM-11140,Becky Martin,11789.63,4,2014-09-08,2017-02-26,-1659.9580999999998,0.16875,Office Supplies,Storage,309,60.13333333333333,0,0.3639655207949576,-0.24341901389412676
BM-11575,Brendan Murry,808.162,6,2015-09-15,2017-09-21,95.58160000000001,0.18,['Furniture' 'Office Supplies'],['Bookcases' 'Furnishings' 'Storage'],102,81.88888888888889,1,-0.4324586626677362,-0.5464642914182002
BM-11650,Brian Moss,7294.185,11,2014-07-09,2017-11-27,2199.2781,0.08448275862068966,Office Supplies,Paper,35,44.17857142857143,3,3.3076757819207003,0.7064688684943449
BM-11785,Bryan Mills,1338.842,10,2014-06-06,2017-05-26,137.7439,0.25,Office Supplies,Accessories,220,83.46153846153847,0,0.17882474805936197,-1.2927576049441558
BN-11470,Brad Norvell,265.296,4,2014-09-12,2017-12-06,36.6131,0.16666666666666666,Office Supplies,['Accessories' 'Appliances' 'Fasteners' 'Paper' 'Phones' 'Storage'],26,236.2,1,-1.514988876395068,-0.04167233421698025
BN-11515,Bradley Nguyen,1459.344,5,2014-03-17,2017-12-21,340.7054,0.023529411764705882,Office Supplies,['Binders' 'Furnishings'],11,85.9375,1,0.03771773285145332,0.6289710577812573
BO-11350,Bill Overfelt,2682.728,5,2016-01-03,2017-08-15,278.77700000000004,0.2333333333333333,Office Supplies,Binders,139,53.63636363636363,1,-0.209014236987682,-0.5255432217655583
BO-11425,Bobby Odegard,130.83,2,2015-09-10,2017-10-16,59.4522,0.0,Office Supplies,['Art' 'Binders'],77,767.0,2,-4.028547174036463,2.6668651033895854
BP-11050,Barry Pond,983.42,5,2014-10-12,2017-10-08,209.78300000000002,0.14285714285714285,Office Supplies,Storage,85,182.0,1,-0.8900003691073746,0.1133672270037029
BP-11095,Bart Pistole,2442.044,12,2014-06-07,2017-12-13,433.9751,0.165,Office Supplies,Binders,19,67.63157894736842,0,1.4786679670909295,-1.2638149609017766
BP-11155,Becky Pak,1697.861,6,2015-06-04,2017-10-02,647.3847000000001,0.0818181818181818,Office Supplies,Binders,91,85.1,0,0.19836750549133936,0.4612733077866298
BP-11185,Ben Peterman,3675.861,9,2015-03-24,2017-12-29,363.5991,0.19444444444444445,Office Supplies,['Binders' 'Furnishings'],3,59.470588235294116,0,1.0901406010021188,-1.0415826598330489
BP-11230,Benjamin Patterson,1181.49,5,2014-04-20,2017-11-21,-197.26950000000002,0.06666666666666667,Furniture,Furnishings,41,262.2,1,-1.1771164474001348,0.469846520008628
BP-11290,Beth Paige,2475.157,7,2014-10-03,2017-12-18,-319.06370000000004,0.3,Office Supplies,Chairs,14,78.13333333333334,0,-0.17844147460326795,-1.845568617708806
BS-11365,Bill Shonely,10501.653,5,2014-05-04,2016-06-20,2616.0644,0.011111111111111112,Furniture,Furnishings,560,97.25,3,2.062452066434232,3.754443352848095
BS-11380,Bill Stewart,3887.834,5,2014-11-29,2017-12-02,-17.53219999999999,0.27692307692307694,Office Supplies,['Binders' 'Phones' 'Storage'],30,91.58333333333333,0,-0.19632661423370512,-1.076516893801136
BS-11590,Brendan Sweed,2454.928,6,2014-01-14,2017-11-25,381.7807,0.3,Office Supplies,Binders,37,156.77777777777777,0,-0.44163431748183085,-1.0537310958216577
BS-11665,Brian Stugart,3288.11,3,2014-06-23,2016-05-27,238.73680000000002,0.18181818181818182,Furniture,Furnishings,584,70.4,1,-1.1446542699099151,1.1189514750545941
BS-11755,Bruce Stewart,2562.382,7,2014-05-18,2017-12-29,-113.29840000000002,0.13214285714285715,Office Supplies,Appliances,3,101.61538461538461,0,0.17943731520989484,-0.580525892878805
BS-11800,Bryan Spruell,949.43,2,2015-09-26,2017-04-09,194.0516,0.0,Office Supplies,['Labels' 'Paper' 'Storage'],267,80.14285714285714,1,-1.0467847639989765,1.6563080645027866
BT-11305,Beth Thompson,2567.656,5,2014-04-25,2017-01-28,417.5918,0.044444444444444446,['Furniture' 'Office Supplies'],Furnishings,338,126.125,1,-0.41076041273591024,1.3914464026949673
BT-11395,Bill Tyler,2186.6130000000003,6,2014-10-28,2017-03-03,257.9163,0.15,Office Supplies,['Binders' 'Phones'],304,95.22222222222223,1,-0.3812466295467838,0.28723811099205565
BT-11440,Bobby Trafton,603.876,4,2014-06-04,2016-06-18,-77.5256,0.1571428571428571,Furniture,['Bookcases' 'Furnishings'],562,124.16666666666667,1,-1.7841647814328556,0.8764844511956638
BT-11485,Brad Thomas,415.19599999999997,2,2015-12-27,2016-03-11,126.8694,0.06666666666666667,Office Supplies,['Appliances' 'Furnishings' 'Paper'],661,37.5,1,-1.7156018936871047,1.902543856209931
BT-11530,Bradley Talbott,2684.492,5,2014-05-21,2017-09-30,409.4983,0.1,Office Supplies,['Accessories' 'Paper' 'Phones'],93,136.44444444444446,1,-0.18171596999285425,0.5200324312839788
BT-11680,Brian Thompson,3196.752,7,2014-11-28,2017-12-10,447.7484,0.07,Office Supplies,['Binders' 'Furnishings'],22,58.31578947368421,0,0.8529658694104565,0.14140626352363564
BV-11245,Benjamin Venier,1523.273,5,2015-03-26,2017-01-30,315.2214,0.09285714285714285,Office Supplies,Binders,336,52.0,1,-0.4327463140738152,0.7846144813790388
BW-11065,Barry Weirich,385.516,3,2014-05-25,2017-06-01,-58.2866,0.13333333333333333,Office Supplies,['Furnishings' 'Paper' 'Storage'],214,551.5,2,-3.3453337671032575,1.3918851959590233
BW-11110,Bart Watters,4750.358,8,2015-03-20,2017-08-31,921.2574,0.1411764705882353,Office Supplies,Paper,123,55.9375,0,1.3047294134266096,0.09921615294085961
BW-11200,Ben Wallace,1738.406,6,2014-08-12,2017-06-10,246.9973,0.15,Office Supplies,['Binders' 'Chairs'],205,114.77777777777777,1,-0.4152119947642833,0.0873093016631657
CA-11965,Carol Adams,3789.7228,6,2014-01-26,2017-09-25,1143.3817000000001,0.11200000000000002,Office Supplies,['Binders' 'Bookcases' 'Copiers'],98,148.66666666666666,0,0.4964178083280259,0.8257918353845678
CA-12055,Cathy Armstrong,1679.7240000000002,5,2015-09-05,2016-11-24,211.2559,0.3,Office Supplies,Binders,403,49.55555555555556,1,-0.9489034450775108,-0.4982185685592138
CA-12265,Christina Anderson,2648.2872,9,2014-03-25,2017-11-04,279.6183,0.18941176470588236,Office Supplies,['Accessories' 'Art' 'Binders'],58,82.5,0,0.6712326677329444,-0.9420475282770295
CA-12310,Christine Abelman,1421.954,4,2014-07-19,2017-12-17,246.02179999999998,0.11818181818181818,Office Supplies,['Accessories' 'Binders' 'Phones' 'Storage'],15,124.7,1,-0.5802693805617275,0.18995717199099504
CA-12775,Cynthia Arntzen,3041.566,7,2014-06-28,2017-09-01,204.48950000000002,0.18823529411764706,Office Supplies,Binders,122,72.5625,0,0.26287928650501885,-0.5448024185786717
CB-12025,Cassandra Brandow,6076.139,10,2014-03-21,2017-11-13,150.2089,0.16346153846153846,Office Supplies,['Art' 'Binders' 'Storage'],49,53.32,0,1.6945383665453528,-0.9008330628248145
CB-12415,Christy Brittain,1949.2000000000003,8,2015-11-05,2017-12-04,272.3883,0.3333333333333333,Office Supplies,Binders,28,69.0909090909091,0,0.14485270919381796,-1.8799955048209676
CB-12535,Claudia Bergmann,4246.4555,8,2015-01-02,2017-06-16,1049.5601,0.05,Office Supplies,['Art' 'Furnishings'],199,49.77777777777778,0,1.3577090910308638,0.9016091489049671
CC-12100,Chad Cunningham,1770.945,6,2014-12-16,2016-09-29,208.5912,0.21538461538461537,Office Supplies,['Binders' 'Phones'],459,54.416666666666664,1,-0.6674720397042553,0.04694466694154813
CC-12145,Charles Crestani,2471.65,7,2014-07-20,2017-09-15,392.28249999999997,0.08181818181818182,Office Supplies,Paper,108,115.3,0,0.2781784344099261,0.30584126274909684
CC-12220,Chris Cortes,3913.418,12,2014-09-09,2017-12-10,393.9618,0.11818181818181818,Office Supplies,['Paper' 'Phones'],22,56.57142857142857,0,1.8925128219832794,-0.9191895277148713
CC-12370,Christopher Conant,12129.072,5,2016-05-23,2017-11-17,2177.0492999999997,0.2818181818181818,Office Supplies,Paper,45,54.3,3,2.606621135728433,0.5820094066636435
CC-12430,Chuck Clark,2870.05,10,2015-09-06,2017-12-30,424.6583,0.05789473684210527,Office Supplies,['Accessories' 'Furnishings' 'Paper'],2,47.0,0,1.4856185954143926,-0.3247306915957598
CC-12475,Cindy Chapman,1659.438,9,2014-05-16,2017-11-21,154.851,0.16153846153846155,Office Supplies,Paper,41,107.08333333333333,0,0.38685427496185,-0.8658589534490451
CC-12550,Clay Cheatham,113.832,3,2017-06-15,2017-12-03,33.8706,0.15000000000000002,Office Supplies,Paper,29,57.0,1,-0.9270992846825932,-0.1887621685989387
CC-12610,Corey Catlett,2540.6310000000003,7,2014-08-27,2017-11-26,331.43399999999997,0.27499999999999997,Office Supplies,['Appliances' 'Binders' 'Phones'],36,107.9090909090909,0,0.021103027088363417,-1.174925314584752
CC-12670,Craig Carreira,2269.7015,7,2014-12-23,2017-12-01,187.8399,0.16785714285714287,Office Supplies,Storage,31,82.61538461538461,0,0.23181227118713904,-0.6346957557145427
CC-12685,Craig Carroll,2854.1150000000002,4,2014-03-22,2015-10-23,850.1591,0.25,Office Supplies,Binders,801,52.72727272727273,1,-1.1269972039570288,1.2899721137725584
CD-11920,Carlos Daly,2033.9679999999998,5,2014-03-24,2017-11-20,426.661,0.044444444444444446,Office Supplies,Paper,42,167.125,1,-0.2539346895336323,0.8217902507076459
CD-11980,Carol Darley,639.766,3,2016-11-24,2017-11-06,-206.71720000000005,0.43333333333333335,Office Supplies,Paper,56,69.4,1,-1.5894275173285706,-2.0897916453700476
CD-12280,Christina DeMoss,1205.584,2,2017-11-05,2017-11-18,233.0274,0.08461538461538462,Office Supplies,Binders,44,1.0833333333333333,1,-0.4629685860930823,0.4748941864335616
